forecast_date,valid_date,model,mean_1m_temp_degC,mean_0_5m_temp_degC
2024-07-10,2024-07-15,1,17.221994,14.851931
2024-07-10,2024-07-16,1,16.581493,14.426569
2024-07-10,2024-07-10,2,16.066837,13.407509
2024-07-10,2024-07-11,2,15.324667,13.045353
2024-07-10,2024-07-12,2,15.995558,13.001604
2024-07-10,2024-07-13,2,16.353397,13.581563
2024-07-10,2024-07-14,2,17.118809,14.305125
2024-07-10,2024-07-15,2,17.46033,15.0461035
2024-07-10,2024-07-16,2,16.949644,13.444343
2024-07-10,2024-07-10,3,16.379036,14.708247
2024-07-10,2024-07-11,3,15.947094,14.419239
2024-07-10,2024-07-12,3,16.455957,14.876577
2024-07-10,2024-07-13,3,17.065424,15.045367
2024-07-10,2024-07-14,3,17.659342,15.351703
2024-07-10,2024-07-15,3,17.849525,15.890047
2024-07-10,2024-07-16,3,17.058765,15.338225
2024-07-10,2024-07-10,4,15.827431,15.020113
2024-07-10,2024-07-11,4,15.944411,14.661051
2024-07-10,2024-07-12,4,16.175056,15.30323
2024-07-10,2024-07-13,4,17.41485,15.28006
2024-07-10,2024-07-14,4,17.975658,15.345491
2024-07-10,2024-07-15,4,17.755896,15.640249
2024-07-10,2024-07-16,4,16.919006,16.046858
2024-07-10,2024-07-10,5,15.852374,13.509781
2024-07-10,2024-07-11,5,15.318528,13.263355
2024-07-10,2024-07-12,5,15.265145,12.7980175
2024-07-10,2024-07-13,5,16.089785,13.541199
2024-07-10,2024-07-14,5,17.095152,14.431668
2024-07-10,2024-07-15,5,17.621866,15.4416485
2024-07-10,2024-07-16,5,16.43673,13.290608
2024-07-11,2024-07-11,1,16.047709,13.978931
2024-07-11,2024-07-12,1,15.904025,13.951536
2024-07-11,2024-07-13,1,16.620213,14.151398
2024-07-11,2024-07-14,1,17.119617,14.441019
2024-07-11,2024-07-15,1,17.262177,14.898401
2024-07-11,2024-07-16,1,16.614275,14.456221
2024-07-11,2024-07-17,1,16.098135,14.055844
2024-07-11,2024-07-11,2,15.853101,13.202637
2024-07-11,2024-07-12,2,16.224115,13.16892
2024-07-11,2024-07-13,2,16.522005,13.755363
2024-07-11,2024-07-14,2,17.253536,14.462607
2024-07-11,2024-07-15,2,17.562424,15.175357
2024-07-11,2024-07-16,2,16.9918,13.499262
2024-07-11,2024-07-17,2,16.525822,13.008514
2024-07-11,2024-07-11,3,15.992998,13.76094
2024-07-11,2024-07-12,3,16.27038,14.563585
2024-07-11,2024-07-13,3,16.902685,14.823847
2024-07-11,2024-07-14,3,17.53496,15.191292
2024-07-11,2024-07-15,3,17.748598,15.767984
2024-07-11,2024-07-16,3,16.996668,15.278824
2024-07-11,2024-07-17,3,16.755224,15.284316
2024-07-11,2024-07-11,4,15.794273,13.952095
2024-07-11,2024-07-12,4,15.703691,14.669615
2024-07-11,2024-07-13,4,16.91722,14.685399
2024-07-11,2024-07-14,4,17.543722,14.823048
2024-07-11,2024-07-15,4,17.445787,15.227071
2024-07-11,2024-07-16,4,16.618177,15.777515
2024-07-11,2024-07-17,4,16.87447,16.511915
2024-07-11,2024-07-11,5,15.783997,13.370594
2024-07-11,2024-07-12,5,15.482056,12.903037
2024-07-11,2024-07-13,5,16.259401,13.702353
2024-07-11,2024-07-14,5,17.239021,14.594295
2024-07-11,2024-07-15,5,17.72808,15.576744
2024-07-11,2024-07-16,5,16.492815,13.345327
2024-07-11,2024-07-17,5,15.543804,12.492745
2024-07-12,2024-07-12,1,16.268871,14.262845
2024-07-12,2024-07-13,1,16.870415,14.414
2024-07-12,2024-07-14,1,17.29405,14.640845
2024-07-12,2024-07-15,1,17.403934,15.063493
2024-07-12,2024-07-16,1,16.72981,14.560871
2024-07-12,2024-07-17,1,16.182041,14.12672
2024-07-12,2024-07-18,1,15.949287,13.577205
2024-07-12,2024-07-12,2,16.784578,13.425979
2024-07-12,2024-07-13,2,16.860132,14.091412
2024-07-12,2024-07-14,2,17.508476,14.765971
2024-07-12,2024-07-15,2,17.74921,15.416186
2024-07-12,2024-07-16,2,17.067205,13.599995
2024-07-12,2024-07-17,2,16.566044,13.056074
2024-07-12,2024-07-18,2,15.975849,13.145566
2024-07-12,2024-07-12,3,16.779217,14.366166
2024-07-12,2024-07-13,3,17.193008,14.964734
2024-07-12,2024-07-14,3,17.717957,15.361519
2024-07-12,2024-07-15,3,17.893059,15.923255
2024-07-12,2024-07-16,3,17.086037,15.359521
2024-07-12,2024-07-17,3,16.804539,15.328153
2024-07-12,2024-07-18,3,16.479675,14.767541
2024-07-12,2024-07-12,4,16.04216,14.70071
2024-07-12,2024-07-13,4,17.006702,14.702802
2024-07-12,2024-07-14,4,17.57714,14.848886
2024-07-12,2024-07-15,4,17.466654,15.253064
2024-07-12,2024-07-16,4,16.637308,15.794252
2024-07-12,2024-07-17,4,16.88755,16.520601
2024-07-12,2024-07-18,4,17.71842,16.441654
2024-07-12,2024-07-12,5,16.010328,13.193999
2024-07-12,2024-07-13,5,16.681185,14.126529
2024-07-12,2024-07-14,5,17.587114,15.003928
2024-07-12,2024-07-15,5,17.973488,15.897232
2024-07-12,2024-07-16,5,16.620247,13.472972
2024-07-12,2024-07-17,5,15.617029,12.554466
2024-07-12,2024-07-18,5,15.225509,12.689877
2024-07-13,2024-07-13,1,17.666618,14.53558
2024-07-13,2024-07-14,1,17.815495,15.07953
2024-07-13,2024-07-15,1,17.8114,15.5014925
2024-07-13,2024-07-16,1,17.05918,14.8527565
2024-07-13,2024-07-17,1,16.427088,14.332892
2024-07-13,2024-07-18,1,16.123634,13.7270155
2024-07-13,2024-07-19,1,15.247127,13.269785
2024-07-13,2024-07-13,2,17.265308,14.008462
2024-07-13,2024-07-14,2,17.624987,14.838031
2024-07-13,2024-07-15,2,17.80984,15.487497
2024-07-13,2024-07-16,2,17.08989,13.630381
2024-07-13,2024-07-17,2,16.578032,13.070354
2024-07-13,2024-07-18,2,15.985142,13.156275
2024-07-13,2024-07-19,2,15.279464,12.974038
2024-07-13,2024-07-13,3,17.759352,14.340683
2024-07-13,2024-07-14,3,18.035929,15.378094
2024-07-13,2024-07-15,3,18.128695,16.09178
2024-07-13,2024-07-16,3,17.234896,15.472614
2024-07-13,2024-07-17,3,16.887474,15.396446
2024-07-13,2024-07-18,3,16.530752,14.814192
2024-07-13,2024-07-19,3,15.710882,14.236724
2024-07-13,2024-07-13,4,17.504446,14.141586
2024-07-13,2024-07-14,4,17.589077,14.73009
2024-07-13,2024-07-15,4,17.447504,15.2143
2024-07-13,2024-07-16,4,16.610607,15.7664795
2024-07-13,2024-07-17,4,16.865877,16.504248
2024-07-13,2024-07-18,4,17.705523,16.432577
2024-07-13,2024-07-19,4,17.098492,15.702616
2024-07-13,2024-07-13,5,17.62032,14.350941
2024-07-13,2024-07-14,5,18.115824,15.596813
2024-07-13,2024-07-15,5,18.302553,16.340837
2024-07-13,2024-07-16,5,16.785244,13.6451025
2024-07-13,2024-07-17,5,15.711735,12.636221
2024-07-13,2024-07-18,5,15.305183,12.763829
2024-07-13,2024-07-19,5,14.610979,12.504418
2024-07-14,2024-07-14,1,17.88516,14.518353
2024-07-14,2024-07-15,1,17.833843,15.377547
2024-07-14,2024-07-16,1,17.078821,14.846657
2024-07-14,2024-07-17,1,16.441309,14.341027
2024-07-14,2024-07-18,1,16.13334,13.7347355
2024-07-14,2024-07-19,1,15.254601,13.2759285
2024-07-14,2024-07-20,1,15.384345,13.596504
2024-07-14,2024-07-14,2,17.755928,14.43623
2024-07-14,2024-07-15,2,17.723278,15.311897
2024-07-14,2024-07-16,2,17.045145,13.565147
2024-07-14,2024-07-17,2,16.55321,13.040481
2024-07-14,2024-07-18,2,15.965779,13.133942
2024-07-14,2024-07-19,2,15.263837,12.95681
2024-07-14,2024-07-20,2,15.269648,13.377314
2024-07-14,2024-07-14,3,18.03036,14.4348345
2024-07-14,2024-07-15,3,18.086697,15.7644205
2024-07-14,2024-07-16,3,17.218733,15.390266
2024-07-14,2024-07-17,3,16.876923,15.371599
2024-07-14,2024-07-18,3,16.522236,14.802171
2024-07-14,2024-07-19,3,15.704639,14.229688
2024-07-14,2024-07-20,3,15.877852,14.548587
2024-07-14,2024-07-14,4,17.758083,14.195774
2024-07-14,2024-07-15,4,17.522964,15.23223
2024-07-14,2024-07-16,4,16.633453,15.764246
2024-07-14,2024-07-17,4,16.864363,16.493376
2024-07-14,2024-07-18,4,17.697659,16.421728
2024-07-14,2024-07-19,4,17.090332,15.694419
2024-07-14,2024-07-20,4,16.831125,15.141193
2024-07-14,2024-07-14,5,18.011929,14.638605
2024-07-14,2024-07-15,5,18.113955,16.021963
2024-07-14,2024-07-16,5,16.677101,13.523415
2024-07-14,2024-07-17,5,15.647411,12.579304
2024-07-14,2024-07-18,5,15.250595,12.712836
2024-07-14,2024-07-19,5,14.563842,12.461368
2024-07-14,2024-07-20,5,14.655523,12.91479
2024-07-15,2024-07-15,1,16.793991,13.860031
2024-07-15,2024-07-16,1,16.19932,13.996113
2024-07-15,2024-07-17,1,15.7964735,13.787319
2024-07-15,2024-07-18,1,15.690817,13.355083
2024-07-15,2024-07-19,1,14.921272,12.9986925
2024-07-15,2024-07-20,1,15.120324,13.356569
2024-07-15,2024-07-21,1,14.76473,13.644438
2024-07-15,2024-07-15,2,17.060946,13.988679
2024-07-15,2024-07-16,2,16.66825,13.058092
2024-07-15,2024-07-17,2,16.34361,12.798451
2024-07-15,2024-07-18,2,15.803244,12.949697
2024-07-15,2024-07-19,2,15.132757,12.813733
2024-07-15,2024-07-20,2,15.142991,13.244638
2024-07-15,2024-07-21,2,15.397675,13.128549
2024-07-15,2024-07-15,3,17.010204,13.926445
2024-07-15,2024-07-16,3,16.512564,14.591211
2024-07-15,2024-07-17,3,16.472235,14.972581
2024-07-15,2024-07-18,3,16.27119,14.552212
2024-07-15,2024-07-19,3,15.549228,14.074994
2024-07-15,2024-07-20,3,15.7494955,14.412636
2024-07-15,2024-07-21,3,15.7694645,15.127755
2024-07-15,2024-07-15,4,16.875582,13.743165
2024-07-15,2024-07-16,4,15.813282,14.852686
2024-07-15,2024-07-17,4,16.13009,15.903126
2024-07-15,2024-07-18,4,17.201862,16.039476
2024-07-15,2024-07-19,4,16.77497,15.475018
2024-07-15,2024-07-20,4,16.626513,14.964485
2024-07-15,2024-07-21,4,15.979485,15.56835
2024-07-15,2024-07-15,5,17.176952,14.0647335
2024-07-15,2024-07-16,5,15.977956,12.754203
2024-07-15,2024-07-17,5,15.208995,12.205141
2024-07-15,2024-07-18,5,14.877663,12.37436
2024-07-15,2024-07-19,5,14.244466,12.175805
2024-07-15,2024-07-20,5,14.359088,12.625656
2024-07-15,2024-07-21,5,14.645047,12.769305
2024-07-16,2024-07-16,1,16.470095,14.334152
2024-07-16,2024-07-17,1,15.996403,13.971472
2024-07-16,2024-07-18,1,15.824223,13.470726
2024-07-16,2024-07-19,1,15.019015,13.079791
2024-07-16,2024-07-20,1,15.196491,13.425462
2024-07-16,2024-07-21,1,14.802161,13.674897
2024-07-16,2024-07-22,1,14.441998,13.5192995
2024-07-16,2024-07-16,2,16.755482,12.877075
2024-07-16,2024-07-17,2,16.32623,12.7594385
2024-07-16,2024-07-18,2,15.782924,12.9247
2024-07-16,2024-07-19,2,15.115506,12.794644
2024-07-16,2024-07-20,2,15.126181,13.22702
2024-07-16,2024-07-21,2,15.386672,13.116757
2024-07-16,2024-07-22,2,14.754363,12.380709
2024-07-16,2024-07-16,3,16.763132,14.163757
2024-07-16,2024-07-17,3,16.567944,14.908167
2024-07-16,2024-07-18,3,16.300438,14.542897
2024-07-16,2024-07-19,3,15.555432,14.072531
2024-07-16,2024-07-20,3,15.75057,14.412099
2024-07-16,2024-07-21,3,15.76933,15.127386
2024-07-16,2024-07-22,3,15.7526245,15.06747
2024-07-16,2024-07-16,4,16.175657,15.158484
2024-07-16,2024-07-17,4,16.38495,16.077515
2024-07-16,2024-07-18,4,17.358183,16.147568
2024-07-16,2024-07-19,4,16.86711,15.5326805
2024-07-16,2024-07-20,4,16.683298,15.010928
2024-07-16,2024-07-21,4,16.019602,15.596497
2024-07-16,2024-07-22,4,15.562827,15.682846
2024-07-16,2024-07-16,5,16.113241,12.8056135
2024-07-16,2024-07-17,5,15.266485,12.238751
2024-07-16,2024-07-18,5,14.920699,12.409725
2024-07-16,2024-07-19,5,14.27962,12.205976
2024-07-16,2024-07-20,5,14.391057,12.656351
2024-07-16,2024-07-21,5,14.667873,12.788317
2024-07-16,2024-07-22,5,14.010872,12.179657
2024-07-17,2024-07-17,1,15.934628,13.973835
2024-07-17,2024-07-18,1,15.800224,13.459987
2024-07-17,2024-07-19,1,15.004636,13.069731
2024-07-17,2024-07-20,1,15.186301,13.416644
2024-07-17,2024-07-21,1,14.797277,13.670996
2024-07-17,2024-07-22,1,14.439347,13.5171585
2024-07-17,2024-07-23,1,15.061007,13.395373
2024-07-17,2024-07-17,2,16.444815,12.752076
2024-07-17,2024-07-18,2,15.825664,12.9562025
2024-07-17,2024-07-19,2,15.143904,12.822305
2024-07-17,2024-07-20,2,15.152108,13.253279
2024-07-17,2024-07-21,2,15.403351,13.134461
2024-07-17,2024-07-22,2,14.766183,12.392336
2024-07-17,2024-07-23,2,15.025353,12.389418
2024-07-17,2024-07-17,3,16.425762,14.231884
2024-07-17,2024-07-18,3,16.103827,14.215321
2024-07-17,2024-07-19,3,15.388541,13.877923
2024-07-17,2024-07-20,3,15.596334,14.243792
2024-07-17,2024-07-21,3,15.714654,15.062294
2024-07-17,2024-07-22,3,15.726142,15.035629
2024-07-17,2024-07-23,3,16.277958,15.238777
2024-07-17,2024-07-17,4,15.709264,14.985318
2024-07-17,2024-07-18,4,16.428253,15.145904
2024-07-17,2024-07-19,4,16.045534,14.796721
2024-07-17,2024-07-20,4,16.042103,14.407356
2024-07-17,2024-07-21,4,15.522561,15.2162285
2024-07-17,2024-07-22,4,15.240084,15.46946
2024-07-17,2024-07-23,4,16.293184,16.052221
2024-07-17,2024-07-17,5,15.8561125,12.8750725
2024-07-17,2024-07-18,5,15.467902,12.9375925
2024-07-17,2024-07-19,5,14.761019,12.6477585
2024-07-17,2024-07-20,5,14.843165,13.102223
2024-07-17,2024-07-21,5,14.9881735,13.061475
2024-07-17,2024-07-22,5,14.219612,12.346338
2024-07-17,2024-07-23,5,14.320342,12.310675
2024-07-18,2024-07-18,1,15.811559,13.544129
2024-07-18,2024-07-19,1,15.037958,13.111426
2024-07-18,2024-07-20,1,15.2203455,13.4506
2024-07-18,2024-07-21,1,14.815438,13.686374
2024-07-18,2024-07-22,1,14.449655,13.525653
2024-07-18,2024-07-23,1,15.066282,13.399485
2024-07-18,2024-07-24,1,14.852041,13.42001
2024-07-18,2024-07-18,2,15.820231,12.81216
2024-07-18,2024-07-19,2,15.088072,12.736278
2024-07-18,2024-07-20,2,15.086463,13.178592
2024-07-18,2024-07-21,2,15.358483,13.085301
2024-07-18,2024-07-22,2,14.733838,12.360223
2024-07-18,2024-07-23,2,15.001064,12.365857
2024-07-18,2024-07-24,2,15.35506,12.064381
2024-07-18,2024-07-18,3,15.960644,13.707329
2024-07-18,2024-07-19,3,15.155389,13.572761
2024-07-18,2024-07-20,3,15.3538885,13.976798
2024-07-18,2024-07-21,3,15.63044,14.956566
2024-07-18,2024-07-22,3,15.683334,14.983413
2024-07-18,2024-07-23,3,16.260525,15.216534
2024-07-18,2024-07-24,3,16.28945,15.407513
2024-07-18,2024-07-18,4,15.488916,13.841656
2024-07-18,2024-07-19,4,15.069855,13.80618
2024-07-18,2024-07-20,4,15.203247,13.60078
2024-07-18,2024-07-21,4,14.87351,14.702775
2024-07-18,2024-07-22,4,14.793416,15.147067
2024-07-18,2024-07-23,4,15.946569,15.785133
2024-07-18,2024-07-24,4,16.53457,16.908491
2024-07-18,2024-07-18,5,15.63306,13.09991
2024-07-18,2024-07-19,5,14.905143,12.783656
2024-07-18,2024-07-20,5,14.979738,13.239669
2024-07-18,2024-07-21,5,15.082938,13.144272
2024-07-18,2024-07-22,5,14.281553,12.396861
2024-07-18,2024-07-23,5,14.363836,12.345161
2024-07-18,2024-07-24,5,14.504399,12.230844
2024-07-19,2024-07-19,1,15.493694,13.611118
2024-07-19,2024-07-20,1,15.640337,13.862531
2024-07-19,2024-07-21,1,15.047338,13.881448
2024-07-19,2024-07-22,1,14.582583,13.634819
2024-07-19,2024-07-23,1,15.130793,13.449514
2024-07-19,2024-07-24,1,14.8791065,13.439241
2024-07-19,2024-07-25,1,15.392397,13.239359
2024-07-19,2024-07-19,2,15.674175,13.034004
2024-07-19,2024-07-20,2,15.493056,13.522957
2024-07-19,2024-07-21,2,15.595469,13.326127
2024-07-19,2024-07-22,2,14.897105,12.519386
2024-07-19,2024-07-23,2,15.122011,12.483135
2024-07-19,2024-07-24,2,15.427649,12.132791
2024-07-19,2024-07-25,2,14.755091,12.147958
2024-07-19,2024-07-19,3,15.663636,13.661
2024-07-19,2024-07-20,3,15.619778,14.165972
2024-07-19,2024-07-21,3,15.687546,15.019256
2024-07-19,2024-07-22,3,15.709688,15.014823
2024-07-19,2024-07-23,3,16.270992,15.229877
2024-07-19,2024-07-24,3,16.292967,15.412177
2024-07-19,2024-07-25,3,16.400406,14.721231
2024-07-19,2024-07-19,4,15.371537,13.891495
2024-07-19,2024-07-20,4,15.374335,13.698779
2024-07-19,2024-07-21,4,14.977649,14.764193
2024-07-19,2024-07-22,4,14.8541355,15.185496
2024-07-19,2024-07-23,4,15.990888,15.818407
2024-07-19,2024-07-24,4,16.56282,16.926722
2024-07-19,2024-07-25,4,17.87815,16.60639
2024-07-19,2024-07-19,5,15.535843,13.160094
2024-07-19,2024-07-20,5,15.483783,13.715239
2024-07-19,2024-07-21,5,15.404183,13.421338
2024-07-19,2024-07-22,5,14.48683,12.565084
2024-07-19,2024-07-23,5,14.507544,12.460046
2024-07-19,2024-07-24,5,14.578516,12.274174
2024-07-19,2024-07-25,5,14.437194,12.225162
2024-07-20,2024-07-20,1,15.606437,13.467399
2024-07-20,2024-07-21,1,14.923092,13.715252
2024-07-20,2024-07-22,1,14.481142,13.54013
2024-07-20,2024-07-23,1,15.074823,13.403774
2024-07-20,2024-07-24,1,14.854507,13.421225
2024-07-20,2024-07-25,1,15.379137,13.228659
2024-07-20,2024-07-26,1,15.488238,13.129354
2024-07-20,2024-07-20,2,15.694859,13.317953
2024-07-20,2024-07-21,2,15.60005,13.257688
2024-07-20,2024-07-22,2,14.87635,12.4834795
2024-07-20,2024-07-23,2,15.101101,12.459681
2024-07-20,2024-07-24,2,15.414326,12.119836
2024-07-20,2024-07-25,2,14.743469,12.1366625
2024-07-20,2024-07-26,2,14.673725,12.044448
2024-07-20,2024-07-20,3,15.568093,13.402153
2024-07-20,2024-07-21,3,15.427692,14.629062
2024-07-20,2024-07-22,3,15.549631,14.815466
2024-07-20,2024-07-23,3,16.202702,15.142048
2024-07-20,2024-07-24,3,16.269945,15.381422
2024-07-20,2024-07-25,3,16.38777,14.704664
2024-07-20,2024-07-26,3,16.070131,14.163477
2024-07-20,2024-07-20,4,15.3739805,13.104845
2024-07-20,2024-07-21,4,14.827143,14.46472
2024-07-20,2024-07-22,4,14.656332,14.980505
2024-07-20,2024-07-23,4,15.781951,15.634193
2024-07-20,2024-07-24,4,16.406652,16.817503
2024-07-20,2024-07-25,4,17.786526,16.527714
2024-07-20,2024-07-26,4,17.781277,15.9448185
2024-07-20,2024-07-20,5,15.563443,13.162702
2024-07-20,2024-07-21,5,15.185966,13.063609
2024-07-20,2024-07-22,5,14.268765,12.338611
2024-07-20,2024-07-23,5,14.329707,12.302702
2024-07-20,2024-07-24,5,14.478617,12.209491
2024-07-20,2024-07-25,5,14.358285,12.1627
2024-07-20,2024-07-26,5,14.381621,12.130035
2024-07-21,2024-07-21,1,15.058034,14.034098
2024-07-21,2024-07-22,1,14.652827,13.718683
2024-07-21,2024-07-23,1,15.178808,13.492054
2024-07-21,2024-07-24,1,14.901876,13.456659
2024-07-21,2024-07-25,1,15.405006,13.249705
2024-07-21,2024-07-26,1,15.502688,13.141592
2024-07-21,2024-07-27,1,14.684973,13.360113
2024-07-21,2024-07-21,2,15.564093,13.003056
2024-07-21,2024-07-22,2,14.780115,12.344102
2024-07-21,2024-07-23,2,15.013385,12.365698
2024-07-21,2024-07-24,2,15.359189,12.066956
2024-07-21,2024-07-25,2,14.695728,12.09051
2024-07-21,2024-07-26,2,14.632698,12.005336
2024-07-21,2024-07-27,2,15.012027,11.778483
2024-07-21,2024-07-21,3,15.898229,14.654126
2024-07-21,2024-07-22,3,15.666157,14.888719
2024-07-21,2024-07-23,3,16.22428,15.167825
2024-07-21,2024-07-24,3,16.27675,15.390389
2024-07-21,2024-07-25,3,16.39146,14.70949
2024-07-21,2024-07-26,3,16.072676,14.166493
2024-07-21,2024-07-27,3,15.621406,14.402998
2024-07-21,2024-07-21,4,14.837728,14.696485
2024-07-21,2024-07-22,4,14.780691,15.144409
2024-07-21,2024-07-23,4,15.941503,15.783071
2024-07-21,2024-07-24,4,16.532671,16.907734
2024-07-21,2024-07-25,4,17.862106,16.593517
2024-07-21,2024-07-26,4,17.829376,15.98792
2024-07-21,2024-07-27,4,16.646341,16.33654
2024-07-21,2024-07-21,5,15.444537,13.404476
2024-07-21,2024-07-22,5,14.488911,12.552613
2024-07-21,2024-07-23,5,14.501663,12.450846
2024-07-21,2024-07-24,5,14.5731735,12.269215
2024-07-21,2024-07-25,5,14.432188,12.220715
2024-07-21,2024-07-26,5,14.444158,12.182353
2024-07-21,2024-07-27,5,14.11268,11.731458
2024-07-22,2024-07-22,1,14.862394,13.947408
2024-07-22,2024-07-23,1,15.298533,13.595821
2024-07-22,2024-07-24,1,14.958472,13.499586
2024-07-22,2024-07-25,1,15.435509,13.274697
2024-07-22,2024-07-26,1,15.519875,13.156215
2024-07-22,2024-07-27,1,14.693038,13.366712
2024-07-22,2024-07-28,1,14.72764,13.754964
2024-07-22,2024-07-22,2,15.166982,12.696898
2024-07-22,2024-07-23,2,15.288391,12.630202
2024-07-22,2024-07-24,2,15.521736,12.221198
2024-07-22,2024-07-25,2,14.835894,12.2262125
2024-07-22,2024-07-26,2,14.753399,12.120834
2024-07-22,2024-07-27,2,15.088585,11.849373
2024-07-22,2024-07-28,2,14.873446,11.623741
2024-07-22,2024-07-22,3,15.504331,14.235648
2024-07-22,2024-07-23,3,15.954544,14.812532
2024-07-22,2024-07-24,3,16.184507,15.264079
2024-07-22,2024-07-25,3,16.338919,14.640645
2024-07-22,2024-07-26,3,16.036303,14.123428
2024-07-22,2024-07-27,3,15.607764,14.392079
2024-07-22,2024-07-28,3,15.900269,14.681843
2024-07-22,2024-07-22,4,14.730566,14.698471
2024-07-22,2024-07-23,4,15.586769,15.372887
2024-07-22,2024-07-24,4,16.187983,16.641922
2024-07-22,2024-07-25,4,17.637203,16.388798
2024-07-22,2024-07-26,4,17.678646,15.848946
2024-07-22,2024-07-27,4,16.542017,16.265684
2024-07-22,2024-07-28,4,16.502628,16.714157
2024-07-22,2024-07-22,5,14.895594,13.041475
2024-07-22,2024-07-23,5,14.859292,12.789795
2024-07-22,2024-07-24,5,14.778762,12.410194
2024-07-22,2024-07-25,5,14.600027,12.3575115
2024-07-22,2024-07-26,5,14.589385,12.306236
2024-07-22,2024-07-27,5,14.210027,11.794953
2024-07-22,2024-07-28,5,13.656448,11.356538
2024-07-23,2024-07-23,1,15.647602,14.1224375
2024-07-23,2024-07-24,1,15.202723,13.7278385
2024-07-23,2024-07-25,1,15.585628,13.407736
2024-07-23,2024-07-26,1,15.610238,13.235583
2024-07-23,2024-07-27,1,14.737228,13.40343
2024-07-23,2024-07-28,1,14.741304,13.764875
2024-07-23,2024-07-29,1,15.125813,14.183796
2024-07-23,2024-07-23,2,15.731943,13.107359
2024-07-23,2024-07-24,2,15.78277,12.483461
2024-07-23,2024-07-25,2,15.067641,12.45687
2024-07-23,2024-07-26,2,14.956412,12.3190565
2024-07-23,2024-07-27,2,15.215975,11.969741
2024-07-23,2024-07-28,2,14.959746,11.696287
2024-07-23,2024-07-29,2,14.885687,11.878696
2024-07-23,2024-07-23,3,16.317942,14.633396
2024-07-23,2024-07-24,3,16.182634,15.195694
2024-07-23,2024-07-25,3,16.309687,14.596968
2024-07-23,2024-07-26,3,16.01411,14.096322
2024-07-23,2024-07-27,3,15.599182,14.385062
2024-07-23,2024-07-28,3,15.899395,14.680717
2024-07-23,2024-07-29,3,16.158987,15.233382
2024-07-23,2024-07-23,4,15.114625,14.683378
2024-07-23,2024-07-24,4,15.6094055,16.159039
2024-07-23,2024-07-25,4,17.19355,15.961004
2024-07-23,2024-07-26,4,17.348392,15.534978
2024-07-23,2024-07-27,4,16.302826,16.096325
2024-07-23,2024-07-28,4,16.375721,16.63828
2024-07-23,2024-07-29,4,17.087574,17.31146
2024-07-23,2024-07-23,5,15.495193,13.647168
2024-07-23,2024-07-24,5,15.238641,12.8138485
2024-07-23,2024-07-25,5,15.024084,12.737645
2024-07-23,2024-07-26,5,14.975473,12.651603
2024-07-23,2024-07-27,5,14.471794,11.971735
2024-07-23,2024-07-28,5,13.817366,11.454788
2024-07-23,2024-07-29,5,13.535923,11.539902
2024-07-24,2024-07-24,1,15.205789,13.933931
2024-07-24,2024-07-25,1,15.711203,13.555015
2024-07-24,2024-07-26,1,15.702285,13.32384
2024-07-24,2024-07-27,1,14.7863455,13.44573
2024-07-24,2024-07-28,1,14.756966,13.776572
2024-07-24,2024-07-29,1,15.129447,14.186038
2024-07-24,2024-07-30,1,14.668915,14.076073
2024-07-24,2024-07-24,2,15.860914,12.391166
2024-07-24,2024-07-25,2,15.063062,12.421309
2024-07-24,2024-07-26,2,14.938991,12.296038
2024-07-24,2024-07-27,2,15.203419,11.956975
2024-07-24,2024-07-28,2,14.951006,11.688784
2024-07-24,2024-07-29,2,14.880192,11.873683
2024-07-24,2024-07-30,2,14.060157,11.410787
2024-07-24,2024-07-24,3,16.106346,14.48723
2024-07-24,2024-07-25,3,16.00011,14.146553
2024-07-24,2024-07-26,3,15.773092,13.810179
2024-07-24,2024-07-27,3,15.508902,14.313456
2024-07-24,2024-07-28,3,15.892006,14.670765
2024-07-24,2024-07-29,3,16.156693,15.230041
2024-07-24,2024-07-30,3,16.046917,15.243557
2024-07-24,2024-07-24,4,15.081482,15.363098
2024-07-24,2024-07-25,4,16.46524,15.16697
2024-07-24,2024-07-26,4,16.69086,14.878411
2024-07-24,2024-07-27,4,15.791766,15.708921
2024-07-24,2024-07-28,4,16.069244,16.432474
2024-07-24,2024-07-29,4,16.92052,17.203857
2024-07-24,2024-07-30,4,16.758406,17.2103
2024-07-24,2024-07-24,5,15.592344,13.360605
2024-07-24,2024-07-25,5,15.462672,13.202925
2024-07-24,2024-07-26,5,15.4065895,13.067266
2024-07-24,2024-07-27,5,14.768067,12.183046
2024-07-24,2024-07-28,5,14.004609,11.574528
2024-07-24,2024-07-29,5,13.638966,11.597345
2024-07-24,2024-07-30,5,12.762115,11.156215
2024-07-25,2024-07-25,1,15.732055,13.45106
2024-07-25,2024-07-26,1,15.664624,13.267621
2024-07-25,2024-07-27,1,14.758662,13.418439
2024-07-25,2024-07-28,1,14.746312,13.767814
2024-07-25,2024-07-29,1,15.126523,14.18399
2024-07-25,2024-07-30,1,14.668179,14.075576
2024-07-25,2024-07-31,1,14.314488,13.863912
2024-07-25,2024-07-25,2,15.349505,12.788391
2024-07-25,2024-07-26,2,15.22547,12.596913
2024-07-25,2024-07-27,2,15.383773,12.134145
2024-07-25,2024-07-28,2,15.073474,11.793792
2024-07-25,2024-07-29,2,14.956797,11.943873
2024-07-25,2024-07-30,2,14.110416,11.455531
2024-07-25,2024-07-31,2,13.363906,10.72069
2024-07-25,2024-07-25,3,15.627743,13.473545
